Material,Material_Descr,Average Price,Base UoM,No. Cases/Truck,Plant,Plant Descr.,Material Group,Material Grp. Descr.,Purchasing Group,Purch Grp. Descr.,Product Hierarchy,Product Hier. Descr.,Weight of a Truck,FDC_ID,Team Member,,,,,,,,,,
110261,BEEF FINE GROUND LFT OPT FRZ CTN-40 LB, 	3.6528 ,LB,"1,000",1000,DOMESTIC STATISTICAL 1000,101030,"BEEF, GROUND",130,AMS-LIVESTOCK,101802001031400,MEAT/BEEF/FROZEN,"40,000.000",,Yazda,,,,,,,,,,
110322,BEEF SPP PTY HSTYLE CKD 2.0MMA CTN-40 LB, 	4.6946 ,LB,950,1000,DOMESTIC STATISTICAL 1000,101040,"BEEF, COOKED",130,AMS-LIVESTOCK,101802001031280,MEAT/BEEF/COOKED,"38,000.000",,Yazda,,,,,,,,,,
110346,BEEF 100% PTY 90/10 FRZ 2.0MMA CTN-40 LB, 	3.9793 ,LB,950,1000,DOMESTIC STATISTICAL 1000,101030,"BEEF, GROUND",130,AMS-LIVESTOCK,101802001031400,MEAT/BEEF/FROZEN,"38,000.000",,Yazda,,,,,,,,,,
110348,BEEF SPP PTY 85/15 FRZ 2.0 MMA CTN-40 LB, 	3.3317 ,LB,950,1000,DOMESTIC STATISTICAL 1000,101030,"BEEF, GROUND",130,AMS-LIVESTOCK,101802001031400,MEAT/BEEF/FROZEN,"38,000.000",,Yazda,,,,,,,,,,
110349,BEEF 100% PTY 85/15 FRZ 2.0MMA CTN-40 LB, 	3.6682 ,LB,950,1000,DOMESTIC STATISTICAL 1000,101030,"BEEF, GROUND",130,AMS-LIVESTOCK,101802001031400,MEAT/BEEF/FROZEN,"38,000.000",,Yazda,,,,,,,,,,
110361,APPLESAUCE CUP-96/4.5, 	0.8440 ,LB,"1,400",1000,DOMESTIC STATISTICAL 1000,702010,"FRUIT, CANNED",110,AMS-FRUIT & VEG,101202001031220,FRUIT/APPLES/CANNED,"37,800.000",,Yazda,,,,,,,,,,
110381,BEANS PINTO DRY TOTE-2000 LB, 	0.5168 ,LB,0,1000,DOMESTIC STATISTICAL 1000,704010,"BEANS, DRY",110,AMS-FRUIT & VEG,103602002031340,VEGETABLES/BEANS/DRY,"44,000.000",2342853,Yazda,,,,,,,,,,
110393,PANCAKES WHOLE WHEAT FZN-144 COUNT, 	1.2171 ,LB,"2,100",1000,DOMESTIC STATISTICAL 1000,503040,PANCAKES,210,AMS-DOMESTIC,101402006031460,GRAIN-PROCESSED/WHOLE WHEAT PANCAKES/PAC,"22,680.000",,Yazda,,,,,,,,,,
110394,"TORTILLA WHOLE WHEAT FZN 8"" CTN-12/24", 	1.0282 ,LB,"1,500",1000,DOMESTIC STATISTICAL 1000,502030,TORTILLAS,210,AMS-DOMESTIC,101402007031460,GRAIN-PROCESSED/WHOLE WHEAT TORTILLA/PAC,"40,500.000",,Yazda,,,,,,,,,,
110396,CHEESE MOZ LM PT SKM STRING BOX-360/1 OZ, 	3.7032 ,LB,"1,680",1000,DOMESTIC STATISTICAL 1000,401020,"CHEESE, MOZZARELLA",220,AMS-DAIRY,100402004031580,CHEESE/MOZZARELLA/STRING,"37,800.000",,Yazda,,,,,,,,,,
110398,YOGURT HI PROTEIN VANILLA TUB-6/32 OZ, 	1.7093 ,LB,"2,860",1000,DOMESTIC STATISTICAL 1000,411010,YOGURT,220,AMS-DAIRY,104002002031175,YOGURT/HIGH PROTEIN/TUB,"34,320.000",2340832,Yazda,,,,,,,,,,
110400,YOGURT HI PROTEIN BLUEBERRY CUP-24/4 OZ, 	1.6973 ,LB,"4,900",1000,DOMESTIC STATISTICAL 1000,411010,YOGURT,220,AMS-DAIRY,104002002031300,YOGURT/HIGH PROTEIN/CUP,"29,400.000",,Yazda,,,,,,,,,,
110401,YOGURT HI PROTEIN STRAWBERRY CUP-24/4 OZ, 	1.6994 ,LB,"4,900",1000,DOMESTIC STATISTICAL 1000,411010,YOGURT,220,AMS-DAIRY,104002002031300,YOGURT/HIGH PROTEIN/CUP,"29,400.000",330415,Yazda,,,,,,,,,,
110402,YOGURT HI PROTEIN VANILLA CUP-24/4 OZ, 	1.6868 ,LB,"4,900",1000,DOMESTIC STATISTICAL 1000,411010,YOGURT,220,AMS-DAIRY,104002002031300,YOGURT/HIGH PROTEIN/CUP,"29,400.000",,Yazda,,,,,,,,,,
110425,SPINACH CHOPPED FRZ IQF CTN-20 LB (1902), 	0.9111 ,LB,"1,902",1000,DOMESTIC STATISTICAL 1000,703040,"VEGETABLE, FROZEN",110,AMS-FRUIT & VEG,103602009031400,VEGETABLES/SPINACH/FROZEN,"38,040.000",2345120,Yazda,,,,,,,,,,
110462,CHICKEN STRIPS FRZ CTN-30 LB, 	2.5656 ,LB,"1,300",1000,DOMESTIC STATISTICAL 1000,301030,"CHICKEN, COOKED",120,AMS-POULTRY,102802001031400,POULTRY/EGGS/CHICKEN/FROZEN,"39,000.000",,Yazda,,,,,,,,,,
110473,BROCCOLI FRZ CTN-30 LB, 	1.8002 ,LB,"1,134",1000,DOMESTIC STATISTICAL 1000,703040,"VEGETABLE, FROZEN",110,AMS-FRUIT & VEG,103602010531400,VEGETABLES/BROCCOLI/FROZEN,"34,020.000",168511,Yazda,,,,,,,,,,
110480,CARROTS DICED FRZ CTN-30 LB, 	0.6559 ,LB,"1,320",1000,DOMESTIC STATISTICAL 1000,703040,"VEGETABLE, FROZEN",110,AMS-FRUIT & VEG,103602003031400,VEGETABLES/CARROTS/FROZEN,"39,600.000",746764,Yazda,,,,,,,,,,
110482,FLOUR HIGH GLUTEN BAG-50 LB, 	0.3972 ,LB,864,1000,DOMESTIC STATISTICAL 1000,506015,"FLOUR, BAKERY",210,AMS-DOMESTIC,100802002031100,FLOUR/BAKER/BAG,"43,200.000",,Yazda,,,,,,,,,,
110483,K BEANS GARBANZO CAN-6/10, 	0.7346 ,LB,864,1000,DOMESTIC STATISTICAL 1000,703010,"VEGETABLE, CANNED",110,AMS-FRUIT & VEG,103602002031220,VEGETABLES/BEANS/CANNED,"34,992.000",2644282,Yazda,,,,,,,,,,
110501,WHOLE GRAIN BLEND MACARONI CTN-20 LB, 	2.7004 ,LB,"2,000",1000,DOMESTIC STATISTICAL 1000,504010,"PASTA, MACARONI",210,AMS-DOMESTIC,102602005031240,PASTA/WHOLE GRAIN MACARONI/CARTON,"40,000.000",,Yazda,,,,,,,,,,
110504,WHOLE GRAIN BLEND ROTINI MAC CTN-20 LB, 	2.9035 ,LB,"1,400",1000,DOMESTIC STATISTICAL 1000,504010,"PASTA, MACARONI",210,AMS-DOMESTIC,102602005031240,PASTA/WHOLE GRAIN MACARONI/CARTON,"28,000.000",,Yazda,,,,,,,,,,
110506,WHOLE GRAIN BLEND SPAGHETTI CTN-20 LB, 	2.7100 ,LB,"2,000",1000,DOMESTIC STATISTICAL 1000,504020,"PASTA, OTHER",210,AMS-DOMESTIC,102602006031240,PASTA/WHOLE GRAIN SPAGHETTI/CARTON,"40,000.000",,Yazda,,,,,,,,,,
110520,WHOLE GRAIN BLEND PENNE CTN-2/10 LB, 	2.7398 ,LB,"1,890",1000,DOMESTIC STATISTICAL 1000,504010,"PASTA, MACARONI",210,AMS-DOMESTIC,102602007031240,PASTA/WHOLE GRAIN PENNE/CARTON,"37,800.000",,Yazda,,,,,,,,,,
110541,APPLESAUCE UNSWEETENED CAN-6/10, 	0.7410 ,LB,912,1000,DOMESTIC STATISTICAL 1000,702010,"FRUIT, CANNED",110,AMS-FRUIT & VEG,101202001031220,FRUIT/APPLES/CANNED,"36,252.000",,Yazda,,,,,,,,,,
110543,APPLES GRANNY SMITH FRESH CTN-40 LB, 	0.7104 ,LB,924,1000,DOMESTIC STATISTICAL 1000,702030,"FRUIT, FRESH",110,AMS-FRUIT & VEG,101202001031380,FRUIT/APPLES/FRESH,"35,574.000",,Yazda,,,,,,,,,,
110554,TURKEY BREAST DELI SLICED FRZ PKG-8/5 LB, 	4.1514 ,LB,"1,000",1000,DOMESTIC STATISTICAL 1000,302030,"TURKEY, COOKED",120,AMS-POULTRY,102802004031400,POULTRY/EGGS/TURKEY/FROZEN,"40,000.000",,Yazda,,,,,,,,,,
110562,SWEET POTATOES CHUNK FRZ PKG-6/5 LB, 	0.7215 ,LB,"1,320",1000,DOMESTIC STATISTICAL 1000,703040,"VEGETABLE, FROZEN",110,AMS-FRUIT & VEG,103602010031400,VEGETABLES/SWEET POTATO/FROZEN,"39,600.000",,Yazda,,,,,,,,,,
110601,FISH AK PLCK FRZ BULK CTN-49.5 LB, 	2.0908 ,LB,0,1000,DOMESTIC STATISTICAL 1000,205030,"FISH, FROZEN",130,AMS-LIVESTOCK,100602001531400,FISH/POLLOCK/FROZEN,"39,600.000",,Yazda,,,,,,,,,,
110623,BLUEBERRY HIGHBUSH FRZ CTN-12/2.5 LB, 	1.3476 ,LB,"1,320",1000,DOMESTIC STATISTICAL 1000,702040,"FRUIT, FROZEN",110,AMS-FRUIT & VEG,101202004031400,FRUIT/BLUEBERRY/FROZEN,"39,600.000",2344771,Malena,,,,,,,,,,
110624,BLUEBERRY HIGHBUSH FRZ CTN-30 LB, 	0.9195 ,LB,"1,320",1000,DOMESTIC STATISTICAL 1000,702040,"FRUIT, FROZEN",110,AMS-FRUIT & VEG,101202004031400,FRUIT/BLUEBERRY/FROZEN,"39,600.000",2344771,Malena,,,,,,,,,,
110630,K OIL VEGETABLE BTL-6/1 GAL, 	0.9748 ,LB,800,1000,DOMESTIC STATISTICAL 1000,601011,"VEG OIL PROD, KOSHER",210,AMS-DOMESTIC,102402005031140,OIL/VEGETABLE/BOTTLE,"36,960.000",171422,Malena,,,,,,,,,,
110651,ORANGE JUICE SINGLE FRZ CUP-96/4 OZ, 	1.1537 ,LB,"1,408",1000,DOMESTIC STATISTICAL 1000,702050,"FRUIT, JUICE",110,AMS-FRUIT & VEG,101202012031420,FRUIT/ORANGE/JUICE,"38,016.000",2487997,Malena,,,,,,,,,,
110700,PEANUTS RAW SHELLED-BULK 44000 LB, 	0.5907 ,LB,0,1000,DOMESTIC STATISTICAL 1000,701014,PEANUTS RAW SHELLED,210,AMS-DOMESTIC,102202003031180,NUTS/PEANUTS/BULK,"44,000.000",2515376,Malena,,,,,,,,,,
110711,BEEF PATTY CKD FRZ 2.0 MMA CTN-40 LB, 	5.4627 ,LB,950,1000,DOMESTIC STATISTICAL 1000,101040,"BEEF, COOKED",130,AMS-LIVESTOCK,101802001031280,MEAT/BEEF/COOKED,"38,000.000",2341259,Malena,,,,,,,,,,
110721,SWEET POTATOES CRINKLE FRZ PKG-6/5 LB, 	1.5115 ,LB,"1,320",1000,DOMESTIC STATISTICAL 1000,703040,"VEGETABLE, FROZEN",110,AMS-FRUIT & VEG,103602010031400,VEGETABLES/SWEET POTATO/FROZEN,"39,600.000",2345210,Malena,,,,,,,,,,
110723,CRANBERRIES DRIED PKG-300/1.16 OZ, 	2.6393 ,LB,"1,500",1000,DOMESTIC STATISTICAL 1000,702020,"FRUIT, DRIED",110,AMS-FRUIT & VEG,101202006031340,FRUIT/CRANBERRY/DRIED,"32,625.000",2345210,Malena,,,,,,,,,,
110724,PEPPERS/ONION BLEND FRZ CTN-30 LB, 	1.6238 ,LB,"1,320",1000,DOMESTIC STATISTICAL 1000,703040,"VEGETABLE, FROZEN",110,AMS-FRUIT & VEG,103602005031400,VEGETABLES/MIXED VEGETABLES/FROZEN,"39,600.000",170471,Malena,,,,,,,,,,
110730,PORK PULLED CKD PKG-8/5 LB, 	2.5782 ,LB,"1,000",1000,DOMESTIC STATISTICAL 1000,102030,"PORK, COOKED",130,AMS-LIVESTOCK,101802006031280,MEAT/PORK/COOKED,"40,000.000",167903,Malena,,,,,,,,,,
110763,PEAS GREEN FRZ CTN-12/2.5 LB, 	1.0060 ,LB,"1,320",1000,DOMESTIC STATISTICAL 1000,703040,"VEGETABLE, FROZEN",110,AMS-FRUIT & VEG,103602006031400,VEGETABLES/PEAS/FROZEN,"39,600.000",2345483,Malena,,,,,,,,,,
110844,POTATOES DICED FRZ PKG-6/5 LB, 	0.9348 ,LB,"1,320",1000,DOMESTIC STATISTICAL 1000,703040,"VEGETABLE, FROZEN",110,AMS-FRUIT & VEG,103602007031400,VEGETABLES/POTATO/FROZEN,"39,600.000",170116,Malena,,,,,,,,,,
110845,EGGS WHOLE FRZ CTN-12/2 LB, 	1.3449 ,LB,"1,600",1000,DOMESTIC STATISTICAL 1000,304010,EGG PRODUCTS,120,AMS-POULTRY,102802002031400,POULTRY/EGGS/EGGS/FROZEN,"38,400.000",323604,Malena,,,,,,,,,,
110846,STRAWBERRY WHOLE UNSWT IQF CTN-6/5 LB, 	1.6391 ,LB,"1,320",1000,DOMESTIC STATISTICAL 1000,702040,"FRUIT, FROZEN",110,AMS-FRUIT & VEG,101202019031400,FRUIT/STRAWBERRY/FROZEN,"39,600.000",2344779,Malena,,,,,,,,,,
110851,FISH AK POLLOCK STICKS BRD FRZ CTN-40 LB, 	2.9564 ,LB,950,1000,DOMESTIC STATISTICAL 1000,205030,"FISH, FROZEN",130,AMS-LIVESTOCK,100602001531400,FISH/POLLOCK/FROZEN,"38,000.000",175129,Malena,,,,,,,,,,
110854,PEANUT BUTTER SMOOTH PKG-120/1.1 OZ, 	1.7887 ,LB,"3,780",1000,DOMESTIC STATISTICAL 1000,701010,PEANUT PRODUCTS,210,AMS-DOMESTIC,102202002031200,NUTS/PEANUT BUTTER/CANNED,"31,185.000",,Malena,,,,,,,,,,
110855,FLOUR WHITE WHOLE WHEAT 100% BAG-50 LB, 	0.4670 ,LB,800,1000,DOMESTIC STATISTICAL 1000,506020,"FLOUR, WHEAT",210,AMS-DOMESTIC,100802007031100,FLOUR/WHOLE WHEAT/BAG,"40,000.000",,Malena,,,,,,,,,,
110857,FLOUR WHITE WHOLE WHEAT 100% BAG-8/5 LB, 	0.3725 ,LB,"1,000",1000,DOMESTIC STATISTICAL 1000,506020,"FLOUR, WHEAT",210,AMS-DOMESTIC,100802007031100,FLOUR/WHOLE WHEAT/BAG,"40,000.000",,Malena,,,,,,,,,,
110859,MIXED BERRY FRZ CUP-96/4.OZ, 	1.8199 ,LB,"1,400",1000,DOMESTIC STATISTICAL 1000,702040,"FRUIT, FROZEN",110,AMS-FRUIT & VEG,101202019031400,FRUIT/STRAWBERRY/FROZEN,"33,600.000",,Malena,,,,,,,,,,
110860,STRAWBERRY SLICES UNSWT IQF CTN-6/5 LB, 	1.6845 ,LB,"1,320",1000,DOMESTIC STATISTICAL 1000,702040,"FRUIT, FROZEN",110,AMS-FRUIT & VEG,101202019031400,FRUIT/STRAWBERRY/FROZEN,"39,600.000",,Malena,,,,,,,,,,
110872,CHERRIES SWEET PITTED IQF BAG-12/2.5 LB, 	1.6581 ,LB,"1,320",1000,DOMESTIC STATISTICAL 1000,702040,"FRUIT, FROZEN",110,AMS-FRUIT & VEG,101202005031240,FRUIT/CHERRY/CARTON,"39,600.000",,Malena,,,,,,,,,,
110910,TURKEY BREAST SMKD SLC FRZ PKG-8/5 LB, 	4.2958 ,LB,"1,000",1000,DOMESTIC STATISTICAL 1000,302030,"TURKEY, COOKED",120,AMS-POULTRY,102802004031400,POULTRY/EGGS/TURKEY/FROZEN,"40,000.000",,Malena,,,,,,,,,,
110911,TURKEY HAM SMKD SLC FRZ PKG-8/5 LB, 	3.5097 ,LB,"1,000",1000,DOMESTIC STATISTICAL 1000,302030,"TURKEY, COOKED",120,AMS-POULTRY,102802004031400,POULTRY/EGGS/TURKEY/FROZEN,"40,000.000",,Malena,,,,,,,,,,
110921,CHICKEN FILLETS UNBRD FRZ CTN-30 LB, 	2.8090 ,LB,"1,300",1000,DOMESTIC STATISTICAL 1000,301030,"CHICKEN, COOKED",120,AMS-POULTRY,102802001031400,POULTRY/EGGS/CHICKEN/FROZEN,"39,000.000",,Malena,,,,,,,,,,
110931,EGG PATTY ROUND FRZ CTN-25 LB, 	2.5295 ,LB,"1,584",1000,DOMESTIC STATISTICAL 1000,304010,EGG PRODUCTS,120,AMS-POULTRY,102802002031400,POULTRY/EGGS/EGGS/FROZEN,"39,600.000",,Malena,,,,,,,,,,
111021,K TUNA CHUNK LIGHT CAN 6/66.5 OZ,TBD,LB,"1,440",1000,DOMESTIC STATISTICAL 1000,205010,"FISH, CANNED",130,AMS-LIVESTOCK,100602003031220,FISH/TUNA/CANNED,"35,910.720",,Malena,,,,,,,,,,
111052,CARROTS DICED FRZ CTN-12/2 LB, 	0.7035 ,LB,"1,620",1000,DOMESTIC STATISTICAL 1000,703040,"VEGETABLE, FROZEN",110,AMS-FRUIT & VEG,103602003031400,VEGETABLES/CARROTS/FROZEN,"38,880.000",,Malena,,,,,,,,,,
111053,CORN FRZ CTN-12/2.5 LB, 	0.9132 ,LB,"1,320",1000,DOMESTIC STATISTICAL 1000,703040,"VEGETABLE, FROZEN",110,AMS-FRUIT & VEG,103602004031400,VEGETABLES/CORN/FROZEN,"39,600.000",,Malena,,,,,,,,,,
111054,BEANS GREEN FRZ CTN-12/2 LB, 	0.9387 ,LB,"1,620",1000,DOMESTIC STATISTICAL 1000,703040,"VEGETABLE, FROZEN",110,AMS-FRUIT & VEG,103602002531400,VEGETABLES/BEANS GREEN/FROZEN,"38,880.000",,Malena,,,,,,,,,,
111110,CHEESE CHED YEL 0.75 OZ SLICE PKG-12 LB, 	2.8510 ,LB,"3,120",1000,DOMESTIC STATISTICAL 1000,401040,"CHEESE, NATURAL AMER",220,AMS-DAIRY,100402003031440,CHEESE/CHEDDAR YELLOW/LOAVES,"37,440.000",,Malena,,,,,,,,,,
111220,CHEESE PEPPER JACK SHRED-PKG 4/5 LB, 	2.7244 ,LB,"1,940",1000,DOMESTIC STATISTICAL 1000,401040,"CHEESE, NATURAL AMER",220,AMS-DAIRY,100402009031540,CHEESE/PEPPER JACK/SHREDDED,"38,800.000",,Malena,,,,,,,,,,
111230,MIXED VEGETABLES FRZ CTN-6/5LB, 	0.9562 ,LB,"1,320",1000,DOMESTIC STATISTICAL 1000,703040,"VEGETABLE, FROZEN",110,AMS-FRUIT & VEG,103602002531400,VEGETABLES/BEANS GREEN/FROZEN,"39,600.000",,Malena,,,,,,,,,,
111361,CHICKEN CUT UP FRZ CTN-40 LB, 	1.8190 ,LB,950,1000,DOMESTIC STATISTICAL 1000,301020,"CHICKEN, FROZEN",120,AMS-POULTRY,102802001031400,POULTRY/EGGS/CHICKEN/FROZEN,"38,000.000",,Malena,,,,,,,,,,
111368,K CHICKEN CUT UP FRZ CTN-40 LB, 	5.6000 ,LB,950,1000,DOMESTIC STATISTICAL 1000,301020,"CHICKEN, FROZEN",120,AMS-POULTRY,102802001031400,POULTRY/EGGS/CHICKEN/FROZEN,"38,000.000",,Malena,,,,,,,,,,
111643,CHERRIES DRIED TART PKG-250/1.36 OZ, 	5.0051 ,LB,"1,584",1000,DOMESTIC STATISTICAL 1000,702020,"FRUIT, DRIED",110,AMS-FRUIT & VEG,101202005031340,FRUIT/CHERRY/DRIED,"33,660.000",,Malena,,,,,,,,,,
100103D,CHICKEN LARGE CHILLED -BULK, 	1.4099 ,LB,0,1000,DOMESTIC STATISTICAL 1000,301040,"CHICKEN, BULK",120,AMS-POULTRY,102802001031260,POULTRY/EGGS/CHICKEN/CHILLED,36000,,Malena,,,,,,,,,,
100103W,CHICKEN LARGE CHILLED -BULK, 	1.4099 ,LB,0,1000,DOMESTIC STATISTICAL 1000,301040,"CHICKEN, BULK",120,AMS-POULTRY,102802001031260,POULTRY/EGGS/CHICKEN/CHILLED,36000,,Malena,,,,,,,,,,
100124D,TURKEY CHILLED -BULK, 	1.5880 ,LB,0,1000,DOMESTIC STATISTICAL 1000,302040,"TURKEY, BULK",120,AMS-POULTRY,102802004031260,POULTRY/EGGS/TURKEY/CHILLED,36000,,Malena,,,,,,,,,,
100124W,TURKEY CHILLED -BULK, 	1.5880 ,LB,0,1000,DOMESTIC STATISTICAL 1000,302040,"TURKEY, BULK",120,AMS-POULTRY,102802004031260,POULTRY/EGGS/TURKEY/CHILLED,36000,,Malena,,,,,,,,,,
